iterationnumber,timestamp,execution_time_ms,MC_throughput_secs,kernel_time_ms,overhead_time_ms,throughput_trials_per_second,comment,start_date,end_date,train_ratio,M,k,x,model_name,seed,nodes,threads,processes, indices,actual_freq,P_hat,count,std_error,ci_lower,ci_upper
0,2025-12-05 17:46:10,1231,81235,106.448,1124.552,939426.396,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:11,33,3030303,3.942,29.058,25367751.300,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:12,1491,67069,133.768,1357.232,747562.488,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:13,32,3125000,3.624,28.376,27594105.263,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:13,1251,79936,108.351,1142.649,922926.481,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:14,34,2941176,4.044,29.956,24727650.041,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:14,1474,67843,130.989,1343.011,763422.447,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:16,32,3125000,3.931,28.069,25438524.988,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:16,5207,19205,610.890,4596.110,163695.615,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:17,33,3030303,4.547,28.453,21991946.309,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:18,5060,19763,467.408,4592.592,213945.764,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:19,34,2941176,3.802,30.198,26301523.798,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:19,1386,72150,128.857,1257.143,776054.694,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:20,32,3125000,3.679,28.321,27181025.209,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:20,2263,44189,208.927,2054.073,478635.725,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:22,34,2941176,4.267,29.733,23435793.708,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:22,1594,62735,140.109,1453.891,713729.708,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:23,34,2941176,3.983,30.017,25106572.489,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:23,1207,82850,105.032,1101.968,952091.089,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:24,34,2941176,3.986,30.014,25087050.661,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:24,1373,72833,121.991,1251.009,819731.545,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:46:26,35,2857143,4.632,30.368,21588964.381,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:46:30,39316,2543,4196.578,35119.422,23828.939,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:51:26,36,2777778,5.320,30.680,18797579.886,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:51:26,1926,51921,178.961,1747.039,558780.843,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:51:30,33,3030303,4.648,28.352,21513664.341,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:51:30,1444,69252,127.959,1316.041,781500.245,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:51:32,33,3030303,3.904,29.096,25615634.543,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:51:32,2009,49776,182.781,1826.219,547102.874,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:51:33,34,2941176,3.896,30.104,25667364.298,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:51:33,1510,66225,133.139,1376.861,751093.968,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:51:35,32,3125000,3.711,28.289,26947022.165,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:51:36,10588,9445,1015.743,9572.257,98450.098,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722
0,2025-12-05 17:52:06,36,2777778,5.166,30.834,19357134.946,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.039050,3905,0.000613,0.037849,0.040251
0,2025-12-05 17:52:06,1509,66269,131.293,1377.707,761654.890,Default configuration for Monte Carlo risk analysis with GPU acceleration,2015-01-01,2025-12-31,0.8000,100000,5,0.0200,openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040500,4050,0.000623,0.039278,0.041722

0,2025-12-05 21:22:39,39,25641026,36.643,2.357,27290320.902,Run with 100_000_000 M,2015-01-01,2025-12-31,0.8000,1000000,5,0.0200,openmp_opt,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040184,40184,0.000196,0.039799,0.040569
0,2025-12-05 21:22:39,33,30303030,33.165,-0.165,30152268.958,Run with 100_000_000 M,2015-01-01,2025-12-31,0.8000,1000000,5,0.0200,mpi_openmp,67,1,1,1, STOXX50E:^STOXX50E;CAC40:^FCHI;DAX:^GDAXI;FTSE100:^FTSE;FTSEMIB:FTSEMIB.MI;IBEX35:^IBEX;SMI:^SSMI;AEX:^AEX;BEL20:^BFX,0.011719,0.040184,40184,0.000196,0.039799,0.040569
0,2025-12-05 21:54:35,38,26315789,35.902,2.098,27853768.354,Run with 100_000_000 M,2015-01-01,2025-12-31,0.8000,1000000,5,0.0200,openmp_opt,67,1,1,1, AEX:AEX.csv;Bel20:Bel20.csv;Stoxx50:Stoxx50.csv;SMI:SMI.csv;Ibex35:Ibex35.csv;Stoxx600:Stoxx600.csv;PSI20:PSI20.csv;OMXS30:OMXS30.csv;OMXC20:OMXC20.csv;PX:PX.csv;ISEQ:ISEQ.csv;EuroNext100:EuroNext100.csv;ATX:ATX.csv;WIG20:WIG20.csv;WIG30:WIG30.csv,0.011719,0.040184,40184,0.000196,0.039799,0.040569
0,2025-12-05 21:54:35,38,26315789,38.697,-0.697,25841796.522,Run with 100_000_000 M,2015-01-01,2025-12-31,0.8000,1000000,5,0.0200,mpi_openmp,67,1,1,1, AEX:AEX.csv;Bel20:Bel20.csv;Stoxx50:Stoxx50.csv;SMI:SMI.csv;Ibex35:Ibex35.csv;Stoxx600:Stoxx600.csv;PSI20:PSI20.csv;OMXS30:OMXS30.csv;OMXC20:OMXC20.csv;PX:PX.csv;ISEQ:ISEQ.csv;EuroNext100:EuroNext100.csv;ATX:ATX.csv;WIG20:WIG20.csv;WIG30:WIG30.csv,0.011719,0.040184,40184,0.000196,0.039799,0.040569
0,2025-12-05 21:54:43,37,27027027,35.929,1.071,27832697.399,Run with 100_000_000 M,2015-01-01,2025-12-31,0.8000,1000000,5,0.0200,openmp_opt,67,1,1,1, AEX:AEX.csv;Bel20:Bel20.csv;Stoxx50:Stoxx50.csv;SMI:SMI.csv;Ibex35:Ibex35.csv;Stoxx600:Stoxx600.csv;PSI20:PSI20.csv;OMXS30:OMXS30.csv;OMXC20:OMXC20.csv;PX:PX.csv;ISEQ:ISEQ.csv;EuroNext100:EuroNext100.csv;ATX:ATX.csv;WIG20:WIG20.csv;WIG30:WIG30.csv,0.011719,0.040184,40184,0.000196,0.039799,0.040569
0,2025-12-05 21:54:43,47,21276596,47.564,-0.564,21024304.096,Run with 100_000_000 M,2015-01-01,2025-12-31,0.8000,1000000,5,0.0200,mpi_openmp,67,1,1,1, AEX:AEX.csv;Bel20:Bel20.csv;Stoxx50:Stoxx50.csv;SMI:SMI.csv;Ibex35:Ibex35.csv;Stoxx600:Stoxx600.csv;PSI20:PSI20.csv;OMXS30:OMXS30.csv;OMXC20:OMXC20.csv;PX:PX.csv;ISEQ:ISEQ.csv;EuroNext100:EuroNext100.csv;ATX:ATX.csv;WIG20:WIG20.csv;WIG30:WIG30.csv,0.011719,0.040184,40184,0.000196,0.039799,0.040569
